_id,date,state,beds,beds_covid,beds_noncrit,admitted_pui,admitted_covid,admitted_total,discharged_pui,discharged_covid,discharged_total,hosp_covid,hosp_pui,hosp_noncovid
66652fbf293428f1f44f6ecc,2021-01-03,Johor,3162,705,3079,5,94,99,6,46,52,518,50,109
66652fbf293428f1f44f6ecd,2021-01-03,Kedah,1298,213,1265,7,39,46,0,11,11,108,18,827
66652fbf293428f1f44f6ece,2021-01-03,Kelantan,1498,409,1425,2,25,27,0,23,23,251,2,787
66652fbf293428f1f44f6ecf,2021-01-03,Melaka,1091,187,1039,2,7,9,0,6,6,125,17,715
66652fbf293428f1f44f6ed0,2021-01-03,Negeri Sembilan,1331,633,1309,2,88,90,0,35,35,356,3,575
66652fbf293428f1f44f6ed1,2021-01-03,Pahang,1889,236,1836,3,30,33,4,18,22,104,5,859
66652fbf293428f1f44f6ed2,2021-01-03,Perak,2619,341,2549,1,33,34,1,9,10,135,18,1339
66652fbf293428f1f44f6ed3,2021-01-03,Perlis,495,29,482,3,0,3,6,0,6,1,12,274
66652fbf293428f1f44f6ed4,2021-01-03,Pulau Pinang,1292,148,1251,0,28,28,0,11,11,127,0,751
66652fbf293428f1f44f6ed5,2021-01-03,Sabah,2790,1189,2656,37,118,155,19,64,83,588,107,1090
66652fbf293428f1f44f6ed6,2021-01-03,Sarawak,2390,328,2319,22,7,29,20,0,20,31,44,1559
66652fbf293428f1f44f6ed7,2021-01-03,Selangor,887,630,827,6,145,151,7,126,133,505,26,17
66652fbf293428f1f44f6ed8,2021-01-03,Terengganu,1202,179,1179,1,13,14,4,4,8,58,19,836
66652fbf293428f1f44f6ed9,2021-01-03,W.P. Kuala Lumpur,3154,949,3011,9,58,67,1,46,47,271,32,1280
66652fbf293428f1f44f6eda,2021-01-03,W.P. Labuan,122,25,112,1,0,1,0,1,1,9,6,47
66652fbf293428f1f44f6edb,2021-01-04,Johor,3162,705,3079,10,95,105,10,48,58,474,40,107
66652fbf293428f1f44f6edc,2021-01-04,Kedah,1298,213,1265,12,52,64,2,37,39,132,18,829
66652fbf293428f1f44f6edd,2021-01-04,Kelantan,1498,409,1425,5,30,35,0,19,19,265,7,785
66652fbf293428f1f44f6ede,2021-01-04,Melaka,1091,187,1039,4,18,22,7,14,21,128,13,738
66652fbf293428f1f44f6edf,2021-01-04,Negeri Sembilan,1331,633,1309,4,71,75,0,23,23,373,7,527
66652fbf293428f1f44f6ee0,2021-01-04,Pahang,1889,236,1836,4,20,24,2,8,10,116,7,895
66652fbf293428f1f44f6ee1,2021-01-04,Perak,2619,341,2549,3,17,20,3,17,20,130,13,1398
66652fbf293428f1f44f6ee2,2021-01-04,Perlis,495,29,482,2,0,2,3,0,3,3,9,287
66652fbf293428f1f44f6ee3,2021-01-04,Pulau Pinang,1292,179,1251,0,27,27,0,8,8,143,0,782
66652fbf293428f1f44f6ee4,2021-01-04,Sabah,2790,1189,2656,29,115,144,24,30,54,613,109,1144
66652fbf293428f1f44f6ee5,2021-01-04,Sarawak,2390,328,2319,29,10,39,28,0,28,30,46,1636
66652fbf293428f1f44f6ee6,2021-01-04,Selangor,887,630,827,2,106,108,8,114,122,497,16,17
66652fbf293428f1f44f6ee7,2021-01-04,Terengganu,1202,179,1179,2,5,7,2,3,5,60,19,835
66652fbf293428f1f44f6ee8,2021-01-04,W.P. Kuala Lumpur,3154,949,3011,11,59,70,8,26,34,281,29,1360
66652fbf293428f1f44f6ee9,2021-01-04,W.P. Labuan,122,25,112,3,0,3,0,0,0,7,8,57
66652fbf293428f1f44f6eea,2021-01-05,Johor,3162,705,3079,6,142,148,5,27,32,522,40,109
66652fbf293428f1f44f6eeb,2021-01-05,Kedah,1298,213,1265,12,39,51,1,9,10,153,22,855
66652fbf293428f1f44f6eec,2021-01-05,Kelantan,1498,409,1425,1,38,39,3,59,62,242,5,794
66652fbf293428f1f44f6eed,2021-01-05,Melaka,1091,187,1039,4,27,31,2,15,17,139,15,774
66652fbf293428f1f44f6eee,2021-01-05,Negeri Sembilan,1331,633,1309,0,70,70,1,30,31,423,6,536
66652fbf293428f1f44f6eef,2021-01-05,Pahang,1889,236,1836,2,33,35,4,17,21,132,5,989
66652fbf293428f1f44f6ef0,2021-01-05,Perak,2619,341,2549,1,11,12,2,12,14,122,13,1495
66652fbf293428f1f44f6ef1,2021-01-05,Perlis,495,29,482,4,1,5,3,0,3,4,10,303
66652fbf293428f1f44f6ef2,2021-01-05,Pulau Pinang,1292,179,1251,0,32,32,0,6,6,166,0,859
66652fbf293428f1f44f6ef3,2021-01-05,Sabah,2790,1189,2656,36,101,137,25,38,63,624,113,1196
66652fbf293428f1f44f6ef4,2021-01-05,Sarawak,2390,328,2319,32,13,45,19,8,27,26,59,1718
66652fbf293428f1f44f6ef5,2021-01-05,Selangor,887,630,827,6,137,143,9,130,139,501,11,17
66652fbf293428f1f44f6ef6,2021-01-05,Terengganu,1202,179,1179,5,6,11,4,0,4,66,18,898
66652fbf293428f1f44f6ef7,2021-01-05,W.P. Kuala Lumpur,3154,949,3011,6,66,72,1,67,68,287,25,1386
66652fbf293428f1f44f6ef8,2021-01-05,W.P. Labuan,122,25,112,0,1,1,0,2,2,6,4,57
66652fbf293428f1f44f6ef9,2021-01-06,Johor,3162,705,3079,12,135,147,6,60,66,554,42,102
66652fbf293428f1f44f6efa,2021-01-06,Kedah,1298,213,1265,12,29,41,2,31,33,165,21,870
66652fbf293428f1f44f6efb,2021-01-06,Kelantan,1498,409,1425,1,28,29,5,33,38,237,2,817
66652fbf293428f1f44f6efc,2021-01-06,Melaka,1091,187,1039,11,22,33,7,38,45,121,19,796
66652fbf293428f1f44f6efd,2021-01-06,Negeri Sembilan,1331,633,1309,4,70,74,3,48,51,392,5,636
66652fbf293428f1f44f6efe,2021-01-06,Pahang,1889,236,1836,2,18,20,1,18,19,132,6,1045
66652fbf293428f1f44f6eff,2021-01-06,Perak,2619,341,2549,2,15,17,2,11,13,121,13,1578
66652fbf293428f1f44f6f00,2021-01-06,Perlis,495,29,482,3,0,3,3,0,3,4,10,311
66652fbf293428f1f44f6f01,2021-01-06,Pulau Pinang,1292,179,1251,0,29,29,0,15,15,165,0,897
66652fbf293428f1f44f6f02,2021-01-06,Sabah,2790,1189,2656,31,114,145,18,60,78,608,121,1144
66652fbf293428f1f44f6f03,2021-01-06,Sarawak,2390,328,2319,34,5,39,25,1,26,29,69,1760
66652fbf293428f1f44f6f04,2021-01-06,Selangor,887,630,827,5,148,153,2,140,142,508,13,16
66652fbf293428f1f44f6f05,2021-01-06,Terengganu,1202,179,1179,0,11,11,5,7,12,70,13,836
66652fbf293428f1f44f6f06,2021-01-06,W.P. Kuala Lumpur,3154,963,3091,3,61,64,2,25,27,296,20,1457
66652fbf293428f1f44f6f07,2021-01-06,W.P. Labuan,122,25,112,0,0,0,1,1,2,6,3,69
66652fbf293428f1f44f6f08,2021-01-07,Johor,3162,705,3079,8,139,147,7,83,90,532,38,119
66652fbf293428f1f44f6f09,2021-01-07,Kedah,1298,213,1265,21,13,34,0,45,45,141,34,852
66652fbf293428f1f44f6f0a,2021-01-07,Kelantan,1498,409,1425,4,46,50,1,62,63,221,5,832
66652fbf293428f1f44f6f0b,2021-01-07,Melaka,1091,187,1039,3,23,26,4,7,11,137,18,745
66652fbf293428f1f44f6f0c,2021-01-07,Negeri Sembilan,1331,633,1309,4,58,62,1,43,44,393,10,627
66652fbf293428f1f44f6f0d,2021-01-07,Pahang,1889,236,1836,0,18,18,3,18,21,132,3,1020
66652fbf293428f1f44f6f0e,2021-01-07,Perak,2619,341,2549,8,30,38,3,9,12,138,21,1590
66652fbf293428f1f44f6f0f,2021-01-07,Perlis,495,29,482,2,0,2,2,0,2,4,9,281
66652fbf293428f1f44f6f10,2021-01-07,Pulau Pinang,1292,179,1251,0,17,17,0,14,14,166,0,766
66652fbf293428f1f44f6f11,2021-01-07,Sabah,2790,1171,2656,14,119,133,33,56,89,649,97,1179
66652fbf293428f1f44f6f12,2021-01-07,Sarawak,2390,328,2319,28,9,37,40,2,42,35,59,1788
66652fbf293428f1f44f6f13,2021-01-07,Selangor,887,630,827,4,112,116,0,118,118,501,16,17
66652fbf293428f1f44f6f14,2021-01-07,Terengganu,1202,193,1179,8,15,23,0,15,15,68,23,815
66652fbf293428f1f44f6f15,2021-01-07,W.P. Kuala Lumpur,3154,583,3091,3,68,71,2,42,44,301,25,1481
66652fbf293428f1f44f6f16,2021-01-07,W.P. Labuan,122,25,112,0,0,0,0,1,1,5,3,68
66652fbf293428f1f44f6f17,2021-01-08,Johor,3162,705,3079,2,189,191,6,94,100,584,86,112
66652fbf293428f1f44f6f18,2021-01-08,Kedah,1298,213,1265,8,13,21,4,23,27,141,24,795
66652fbf293428f1f44f6f19,2021-01-08,Kelantan,1498,409,1425,4,55,59,3,99,102,177,6,744
66652fbf293428f1f44f6f1a,2021-01-08,Melaka,1091,187,1039,4,29,33,3,24,27,142,19,749
66652fbf293428f1f44f6f1b,2021-01-08,Negeri Sembilan,1331,633,1309,0,64,64,0,48,48,392,8,617
66652fbf293428f1f44f6f1c,2021-01-08,Pahang,1889,236,1836,4,14,18,0,15,15,131,7,984
66652fbf293428f1f44f6f1d,2021-01-08,Perak,2619,341,2549,5,7,12,0,4,4,136,58,1599
66652fbf293428f1f44f6f1e,2021-01-08,Perlis,495,29,482,7,5,12,2,0,2,9,11,293
66652fbf293428f1f44f6f1f,2021-01-08,Pulau Pinang,1292,179,1251,0,39,39,0,27,27,162,0,803
66652fbf293428f1f44f6f20,2021-01-08,Sabah,2790,1171,2656,13,99,112,25,61,86,628,81,1133
66652fbf293428f1f44f6f21,2021-01-08,Sarawak,2390,328,2319,30,14,44,23,6,29,34,74,1776
66652fbf293428f1f44f6f22,2021-01-08,Selangor,887,630,827,7,145,152,6,122,128,527,13,18
66652fbf293428f1f44f6f23,2021-01-08,Terengganu,1231,208,1208,7,33,40,2,15,17,86,26,844
66652fbf293428f1f44f6f24,2021-01-08,W.P. Kuala Lumpur,3154,583,3091,6,61,67,2,48,50,310,24,1436
66652fbf293428f1f44f6f25,2021-01-08,W.P. Labuan,122,25,112,2,2,4,0,0,0,7,5,71
66652fbf293428f1f44f6f26,2021-01-09,Johor,3162,705,3079,2,190,192,7,93,100,584,86,108
66652fbf293428f1f44f6f27,2021-01-09,Kedah,1298,213,1265,19,34,53,2,15,17,155,34,803
66652fbf293428f1f44f6f28,2021-01-09,Kelantan,1493,409,1420,2,39,41,3,12,15,203,5,714
66652fbf293428f1f44f6f29,2021-01-09,Melaka,1091,187,1039,6,9,15,1,19,20,130,24,671
66652fbf293428f1f44f6f2a,2021-01-09,Negeri Sembilan,1331,633,1309,0,71,71,3,36,39,396,5,591
66652fbf293428f1f44f6f2b,2021-01-09,Pahang,1889,236,1836,0,21,21,4,28,32,124,3,988
66652fbf293428f1f44f6f2c,2021-01-09,Perak,2619,341,2549,0,9,9,0,12,12,154,44,1512
66652fbf293428f1f44f6f2d,2021-01-09,Perlis,495,29,482,4,8,12,4,0,4,11,6,301
66652fbf293428f1f44f6f2e,2021-01-09,Pulau Pinang,1292,179,1251,0,24,24,0,21,21,151,0,803
66652fbf293428f1f44f6f2f,2021-01-09,Sabah,2790,1171,2656,40,82,122,26,95,121,553,94,1177
66652fbf293428f1f44f6f30,2021-01-09,Sarawak,2390,328,2319,23,16,39,31,3,34,33,65,1724
66652fbf293428f1f44f6f31,2021-01-09,Selangor,887,630,827,12,124,136,3,135,138,518,19,16
66652fbf293428f1f44f6f32,2021-01-09,Terengganu,1231,208,1208,6,14,20,11,10,21,90,29,802
66652fbf293428f1f44f6f33,2021-01-09,W.P. Kuala Lumpur,3154,583,3091,2,57,59,0,56,56,298,24,1263
66652fbf293428f1f44f6f34,2021-01-09,W.P. Labuan,122,25,112,0,2,2,3,0,3,9,2,67
66652fbf293428f1f44f6f35,2021-01-10,Johor,3162,705,3079,37,119,156,1,21,22,554,65,74
66652fbf293428f1f44f6f36,2021-01-10,Kedah,1298,213,1265,5,29,34,0,38,38,161,25,819
66652fbf293428f1f44f6f37,2021-01-10,Kelantan,1493,409,1420,2,35,37,1,30,31,209,6,790
66652fbf293428f1f44f6f38,2021-01-10,Melaka,1091,187,1039,1,30,31,3,22,25,184,20,804
66652fbf293428f1f44f6f39,2021-01-10,Negeri Sembilan,1331,633,1309,0,61,61,2,38,40,412,3,549
66652fbf293428f1f44f6f3a,2021-01-10,Pahang,1889,236,1836,2,34,36,1,11,12,147,4,952
66652fbf293428f1f44f6f3b,2021-01-10,Perak,2619,341,2549,5,33,38,2,22,24,161,39,1490
66652fbf293428f1f44f6f3c,2021-01-10,Perlis,495,29,482,9,3,12,1,0,1,11,14,294
66652fbf293428f1f44f6f3d,2021-01-10,Pulau Pinang,1292,179,1251,0,30,30,0,16,16,156,0,748
66652fbf293428f1f44f6f3e,2021-01-10,Sabah,2790,1171,2656,22,105,127,21,50,71,606,94,1102
66652fbf293428f1f44f6f3f,2021-01-10,Sarawak,2390,410,2319,51,37,88,18,2,20,48,97,1684
66652fbf293428f1f44f6f40,2021-01-10,Selangor,887,630,827,8,155,163,4,153,157,523,19,15
66652fbf293428f1f44f6f41,2021-01-10,Terengganu,1231,208,1208,6,11,17,6,14,20,88,28,854
66652fbf293428f1f44f6f42,2021-01-10,W.P. Kuala Lumpur,3154,583,3091,7,45,52,3,36,39,292,25,1203
66652fbf293428f1f44f6f43,2021-01-10,W.P. Labuan,122,25,112,1,1,2,0,0,0,10,3,65
66652fbf293428f1f44f6f44,2021-01-11,Johor,3162,705,3079,14,186,200,7,112,119,526,66,77
66652fbf293428f1f44f6f45,2021-01-11,Kedah,1298,213,1265,17,53,70,3,40,43,181,32,854
66652fbf293428f1f44f6f46,2021-01-11,Kelantan,1493,409,1420,0,51,51,4,40,44,220,2,816
66652fbf293428f1f44f6f47,2021-01-11,Melaka,1091,187,1039,6,28,34,8,15,23,163,20,721
66652fbf293428f1f44f6f48,2021-01-11,Negeri Sembilan,1331,633,1309,0,67,67,0,39,39,423,3,546
66652fbf293428f1f44f6f49,2021-01-11,Pahang,1889,611,1836,7,39,46,2,18,20,159,9,921
66652fbf293428f1f44f6f4a,2021-01-11,Perak,2619,341,2549,10,27,37,3,15,18,163,44,1540
66652fbf293428f1f44f6f4b,2021-01-11,Perlis,495,29,482,1,1,2,0,0,0,11,13,318
66652fbf293428f1f44f6f4c,2021-01-11,Pulau Pinang,1292,224,1249,0,32,32,0,22,22,191,0,755
66652fbf293428f1f44f6f4d,2021-01-11,Sabah,2790,1171,2656,16,107,123,13,37,50,657,89,1145
66652fbf293428f1f44f6f4e,2021-01-11,Sarawak,2390,410,2319,34,59,93,36,4,40,98,91,1721
66652fbf293428f1f44f6f4f,2021-01-11,Selangor,887,630,827,4,119,123,4,96,100,544,18,19
66652fbf293428f1f44f6f50,2021-01-11,Terengganu,1231,208,1208,15,22,37,3,11,14,103,35,850
66652fbf293428f1f44f6f51,2021-01-11,W.P. Kuala Lumpur,3154,583,3091,9,46,55,0,36,36,299,23,1262
66652fbf293428f1f44f6f52,2021-01-11,W.P. Labuan,122,25,112,1,2,3,1,1,2,11,3,78
66652fbf293428f1f44f6f53,2021-01-12,Johor,3162,705,3079,9,235,244,5,52,57,605,58,77
66652fbf293428f1f44f6f54,2021-01-12,Kedah,1298,213,1265,20,14,34,2,54,56,180,31,859
66652fbf293428f1f44f6f55,2021-01-12,Kelantan,1493,409,1420,2,33,35,1,22,23,217,3,834
66652fbf293428f1f44f6f56,2021-01-12,Melaka,1091,187,1039,6,20,26,8,15,23,171,27,712
66652fbf293428f1f44f6f57,2021-01-12,Negeri Sembilan,1331,633,1309,2,60,62,0,36,36,425,4,626
66652fbf293428f1f44f6f58,2021-01-12,Pahang,1889,611,1836,3,41,44,1,27,28,174,10,928
66652fbf293428f1f44f6f59,2021-01-12,Perak,2619,341,2549,3,13,16,5,31,36,140,41,1590
66652fbf293428f1f44f6f5a,2021-01-12,Perlis,495,29,482,0,0,0,2,0,2,10,11,329
66652fbf293428f1f44f6f5b,2021-01-12,Pulau Pinang,1292,224,1249,0,33,33,0,28,28,187,0,773
66652fbf293428f1f44f6f5c,2021-01-12,Sabah,2790,1188,2656,30,121,151,24,56,80,695,88,1139
66652fbf293428f1f44f6f5d,2021-01-12,Sarawak,2708,579,2637,39,115,154,38,18,56,165,96,1756
66652fbf293428f1f44f6f5e,2021-01-12,Selangor,887,630,827,3,137,140,7,146,153,537,10,17
66652fbf293428f1f44f6f5f,2021-01-12,Terengganu,1231,212,1208,8,21,29,3,14,17,111,39,796
66652fbf293428f1f44f6f60,2021-01-12,W.P. Kuala Lumpur,3154,583,3091,6,60,66,3,40,43,305,15,1292
66652fbf293428f1f44f6f61,2021-01-12,W.P. Labuan,122,25,112,1,0,1,0,2,2,9,4,81
66652fbf293428f1f44f6f62,2021-01-13,Johor,3162,708,3081,25,176,201,8,71,79,559,72,80
66652fbf293428f1f44f6f63,2021-01-13,Kedah,1298,213,1265,12,49,61,1,74,75,182,22,837
66652fbf293428f1f44f6f64,2021-01-13,Kelantan,1573,433,1500,1,72,73,1,23,24,262,3,811
66652fbf293428f1f44f6f65,2021-01-13,Melaka,1091,243,1039,6,25,31,1,34,35,138,26,751
66652fbf293428f1f44f6f66,2021-01-13,Negeri Sembilan,1331,633,1309,0,72,72,0,30,30,448,4,659
66652fbf293428f1f44f6f67,2021-01-13,Pahang,2170,701,2117,3,25,28,2,18,20,217,13,1055
66652fbf293428f1f44f6f68,2021-01-13,Perak,2619,341,2549,5,25,30,1,4,5,157,49,1560
66652fbf293428f1f44f6f69,2021-01-13,Perlis,495,32,482,6,0,6,2,0,2,10,14,337
66652fbf293428f1f44f6f6a,2021-01-13,Pulau Pinang,1292,224,1249,0,34,34,0,19,19,197,0,773
66652fbf293428f1f44f6f6b,2021-01-13,Sabah,2942,1217,2808,21,112,133,15,69,84,679,88,1133
66652fbf293428f1f44f6f6c,2021-01-13,Sarawak,2708,579,2637,44,76,120,31,4,35,152,75,1375
66652fbf293428f1f44f6f6d,2021-01-13,Selangor,887,630,827,3,101,104,5,157,162,480,7,15
66652fbf293428f1f44f6f6e,2021-01-13,Terengganu,1231,212,1208,8,14,22,3,22,25,103,38,888
66652fbf293428f1f44f6f6f,2021-01-13,W.P. Kuala Lumpur,3154,583,3091,11,268,279,4,40,44,322,17,1274
66652fbf293428f1f44f6f70,2021-01-13,W.P. Labuan,122,25,112,0,0,0,0,1,1,8,1,79
66652fbf293428f1f44f6f71,2021-01-14,Johor,3162,708,3081,23,150,173,10,69,79,588,77,73
66652fbf293428f1f44f6f72,2021-01-14,Kedah,1298,213,1265,6,59,65,1,47,48,206,15,814
66652fbf293428f1f44f6f73,2021-01-14,Kelantan,1573,433,1500,2,48,50,1,41,42,278,4,812
66652fbf293428f1f44f6f74,2021-01-14,Melaka,1091,243,1039,12,39,51,3,13,16,164,35,722
66652fbf293428f1f44f6f75,2021-01-14,Negeri Sembilan,1331,633,1309,1,63,64,0,70,70,418,5,597
66652fbf293428f1f44f6f76,2021-01-14,Pahang,2170,701,2117,6,36,42,3,29,32,224,17,1051
66652fbf293428f1f44f6f77,2021-01-14,Perak,2619,341,2549,5,29,34,3,16,19,172,47,1629
66652fbf293428f1f44f6f78,2021-01-14,Perlis,495,32,482,2,3,5,5,0,5,13,10,332
66652fbf293428f1f44f6f79,2021-01-14,Pulau Pinang,1292,224,1249,2,41,43,1,36,37,203,3,801
66652fbf293428f1f44f6f7a,2021-01-14,Sabah,2942,1217,2808,23,97,120,24,54,78,693,85,1161
66652fbf293428f1f44f6f7b,2021-01-14,Sarawak,2708,579,2637,57,98,155,27,12,39,217,114,1882
66652fbf293428f1f44f6f7c,2021-01-14,Selangor,887,630,827,10,165,175,2,140,142,504,12,16
66652fbf293428f1f44f6f7d,2021-01-14,Terengganu,1231,212,1208,5,9,14,6,17,23,95,35,764
66652fbf293428f1f44f6f7e,2021-01-14,W.P. Kuala Lumpur,3154,595,3091,4,60,64,0,79,79,304,19,1263
66652fbf293428f1f44f6f7f,2021-01-14,W.P. Labuan,122,25,112,3,1,4,0,3,3,6,4,74
66652fbf293428f1f44f6f80,2021-01-15,Johor,3162,708,3081,11,188,199,10,103,113,597,70,72
66652fbf293428f1f44f6f81,2021-01-15,Kedah,1924,273,1873,13,53,66,0,51,51,215,22,881
66652fbf293428f1f44f6f82,2021-01-15,Kelantan,1573,402,1500,1,40,41,4,45,49,272,1,778
66652fbf293428f1f44f6f83,2021-01-15,Melaka,1091,243,1039,1,25,26,0,26,26,155,23,720
66652fbf293428f1f44f6f84,2021-01-15,Negeri Sembilan,1331,633,1309,2,51,53,0,47,47,411,7,574
66652fbf293428f1f44f6f85,2021-01-15,Pahang,2170,701,2113,1,26,27,1,53,54,197,17,1084
66652fbf293428f1f44f6f86,2021-01-15,Perak,2619,341,2549,3,23,26,3,11,14,168,49,1644
66652fbf293428f1f44f6f87,2021-01-15,Perlis,508,57,495,5,0,5,4,0,4,12,12,323
66652fbf293428f1f44f6f88,2021-01-15,Pulau Pinang,1292,224,1249,0,26,26,0,35,35,185,0,758
66652fbf293428f1f44f6f89,2021-01-15,Sabah,2942,1214,2808,28,138,166,20,143,163,711,89,1229
66652fbf293428f1f44f6f8a,2021-01-15,Sarawak,2708,579,2637,52,98,150,37,7,44,216,127,1907
66652fbf293428f1f44f6f8b,2021-01-15,Selangor,887,630,827,8,107,115,7,111,118,500,11,17
66652fbf293428f1f44f6f8c,2021-01-15,Terengganu,1307,268,1284,3,15,18,7,12,19,98,32,695
66652fbf293428f1f44f6f8d,2021-01-15,W.P. Kuala Lumpur,3154,595,3091,10,84,94,8,50,58,330,16,1243
66652fbf293428f1f44f6f8e,2021-01-15,W.P. Labuan,122,25,112,0,0,0,0,0,0,6,4,72
66652fbf293428f1f44f6f8f,2021-01-16,Johor,3162,712,3081,10,171,181,11,62,73,565,66,79
66652fbf293428f1f44f6f90,2021-01-16,Kedah,1924,273,1873,8,57,65,0,53,53,263,20,1279
66652fbf293428f1f44f6f91,2021-01-16,Kelantan,1573,402,1500,4,39,43,1,37,38,273,4,762
66652fbf293428f1f44f6f92,2021-01-16,Melaka,1091,243,1039,7,16,23,3,23,26,148,27,725
66652fbf293428f1f44f6f93,2021-01-16,Negeri Sembilan,1331,633,1309,4,73,77,5,62,67,400,6,539
66652fbf293428f1f44f6f94,2021-01-16,Pahang,2170,701,2113,1,32,33,6,40,46,189,12,1051
66652fbf293428f1f44f6f95,2021-01-16,Perak,2619,341,2549,2,21,23,0,13,13,162,48,1553
66652fbf293428f1f44f6f96,2021-01-16,Perlis,508,57,495,2,0,2,0,0,0,12,13,301
66652fbf293428f1f44f6f97,2021-01-16,Pulau Pinang,1292,224,1249,0,35,35,0,24,24,193,0,720
66652fbf293428f1f44f6f98,2021-01-16,Sabah,2942,1214,2808,14,100,114,20,75,95,685,74,1184
66652fbf293428f1f44f6f99,2021-01-16,Sarawak,2842,776,2771,27,20,47,34,11,45,230,137,1940
66652fbf293428f1f44f6f9a,2021-01-16,Selangor,887,630,827,4,144,148,4,151,155,493,10,15
66652fbf293428f1f44f6f9b,2021-01-16,Terengganu,1307,268,1284,6,28,34,4,15,19,113,30,750
66652fbf293428f1f44f6f9c,2021-01-16,W.P. Kuala Lumpur,3154,595,3091,3,57,60,1,35,36,318,19,1128
66652fbf293428f1f44f6f9d,2021-01-16,W.P. Labuan,122,25,112,0,0,0,0,0,0,6,4,74
66652fbf293428f1f44f6f9e,2021-01-17,Johor,4793,748,4668,49,202,251,2,42,44,637,106,102
66652fbf293428f1f44f6f9f,2021-01-17,Kedah,1924,273,1873,3,66,69,5,66,71,268,7,1371
66652fbf293428f1f44f6fa0,2021-01-17,Kelantan,1573,402,1500,1,77,78,1,34,35,303,4,779
66652fbf293428f1f44f6fa1,2021-01-17,Melaka,1091,243,1039,1,5,6,7,25,32,128,21,677
66652fbf293428f1f44f6fa2,2021-01-17,Negeri Sembilan,1331,633,1309,0,104,104,0,47,47,434,6,565
66652fbf293428f1f44f6fa3,2021-01-17,Pahang,2170,701,2113,0,43,43,3,39,42,193,9,990
66652fbf293428f1f44f6fa4,2021-01-17,Perak,2619,341,2549,3,17,20,7,18,25,156,37,1527
66652fbf293428f1f44f6fa5,2021-01-17,Perlis,508,57,495,11,3,14,3,5,8,8,22,305
66652fbf293428f1f44f6fa6,2021-01-17,Pulau Pinang,1292,224,1249,0,24,24,0,33,33,166,0,697
66652fbf293428f1f44f6fa7,2021-01-17,Sabah,2942,1214,2808,19,102,121,14,77,91,682,77,1149
66652fbf293428f1f44f6fa8,2021-01-17,Sarawak,2842,850,2771,33,78,111,27,28,55,235,154,1199
66652fbf293428f1f44f6fa9,2021-01-17,Selangor,887,630,827,7,156,163,4,150,154,500,12,14
66652fbf293428f1f44f6faa,2021-01-17,Terengganu,1307,268,1284,10,34,44,7,22,29,124,36,743
66652fbf293428f1f44f6fab,2021-01-17,W.P. Kuala Lumpur,3154,595,3091,5,69,74,4,52,56,334,27,1100
66652fbf293428f1f44f6fac,2021-01-17,W.P. Labuan,122,25,112,0,0,0,0,0,0,6,4,63
66652fbf293428f1f44f6fad,2021-01-18,Johor,4793,748,4683,8,135,143,15,45,60,633,89,103
66652fbf293428f1f44f6fae,2021-01-18,Kedah,1924,273,1863,14,47,61,1,53,54,273,17,1296
66652fbf293428f1f44f6faf,2021-01-18,Kelantan,1529,358,1456,2,30,32,3,76,79,257,3,785
66652fbf293428f1f44f6fb0,2021-01-18,Melaka,1091,243,1039,0,14,14,6,36,42,108,15,690
66652fbf293428f1f44f6fb1,2021-01-18,Negeri Sembilan,1331,633,1309,1,94,95,2,63,65,469,5,590
66652fbf293428f1f44f6fb2,2021-01-18,Pahang,2170,701,2113,5,19,24,3,43,46,169,11,971
66652fbf293428f1f44f6fb3,2021-01-18,Perak,2619,341,2549,0,31,31,9,25,34,171,17,1569
66652fbf293428f1f44f6fb4,2021-01-18,Perlis,508,57,495,3,2,5,1,2,3,9,21,319
66652fbf293428f1f44f6fb5,2021-01-18,Pulau Pinang,1292,224,1249,0,29,29,0,29,29,159,0,759
66652fbf293428f1f44f6fb6,2021-01-18,Sabah,2942,1214,2808,19,113,132,14,55,69,703,76,1124
66652fbf293428f1f44f6fb7,2021-01-18,Sarawak,3054,866,2985,35,34,69,43,8,51,221,154,1300
66652fbf293428f1f44f6fb8,2021-01-18,Selangor,1922,686,1822,16,121,137,3,155,158,484,39,613
66652fbf293428f1f44f6fb9,2021-01-18,Terengganu,1307,268,1284,4,7,11,2,17,19,114,38,737
66652fbf293428f1f44f6fba,2021-01-18,W.P. Kuala Lumpur,3154,595,3087,4,31,35,3,37,40,347,17,1152
66652fbf293428f1f44f6fbb,2021-01-18,W.P. Labuan,122,25,112,0,1,1,0,0,0,7,3,72
66652fbf293428f1f44f6fbc,2021-01-19,Johor,4550,673,4440,30,173,203,28,88,116,645,83,99
66652fbf293428f1f44f6fbd,2021-01-19,Kedah,1924,273,1863,13,37,50,1,56,57,268,17,1305
66652fbf293428f1f44f6fbe,2021-01-19,Kelantan,1529,358,1456,3,75,78,1,57,58,276,5,772
66652fbf293428f1f44f6fbf,2021-01-19,Melaka,1091,243,1039,0,18,18,6,26,32,93,14,702
66652fbf293428f1f44f6fc0,2021-01-19,Negeri Sembilan,1331,633,1309,2,74,76,2,63,65,469,5,604
66652fbf293428f1f44f6fc1,2021-01-19,Pahang,2170,701,2113,0,26,26,4,24,28,171,7,1083
66652fbf293428f1f44f6fc2,2021-01-19,Perak,2619,341,2549,4,18,22,4,28,32,147,23,1596
66652fbf293428f1f44f6fc3,2021-01-19,Perlis,508,57,495,4,0,4,8,0,8,7,18,320
